2026-09-07 16:39:02,936 | WARNING  | collectors.ase_collector | ASE config incomplete, missing: port, username, password
2026-09-11 10:58:20,679 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\CARFOUR_QAS\evidence\screenshots\SMQ2_105820_280157.png
2026-09-11 10:58:28,914 | DEBUG    | sap_gui.screenshot | Recompressed SOST_105828_082228.png: 5737KB -> 162KB
2026-09-11 10:58:28,915 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\CARFOUR_QAS\evidence\screenshots\SOST_105828_082228.png
2026-09-11 10:58:36,184 | DEBUG    | sap_gui.tcode_actions | Optional step skipped (SP01 popup select-all): (-2147352567, 'Exception occurred.', (619, 'SAP Frontend Server', 'The control could not be found by id.', 'C:\\Program Files (x86)\\SAP\\FrontEnd\\SAPgui\\sapfront.HLP', 393215, 0), None)
2026-09-11 10:58:37,479 | DEBUG    | sap_gui.screenshot | Recompressed SP01_105837_004683.png: 5737KB -> 87KB
2026-09-11 10:58:37,481 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\CARFOUR_QAS\evidence\screenshots\SP01_105837_004683.png
2026-09-11 10:58:45,795 | DEBUG    | sap_gui.screenshot | Recompressed ST03N_105845_162884.png: 5737KB -> 135KB
2026-09-11 10:58:45,797 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\CARFOUR_QAS\evidence\screenshots\ST03N_105845_162884.png
2026-09-11 10:58:50,369 | INFO     | sap_gui.tcode_actions | ST22: opened ST22. Selecting TODAY only.
2026-09-11 10:58:50,374 | INFO     | sap_gui.tcode_actions | ST22: TODAY button found. Pressing it.
2026-09-11 10:58:51,882 | INFO     | sap_gui.tcode_actions | ST22: TODAY selection completed.
2026-09-11 10:58:52,473 | DEBUG    | sap_gui.screenshot | Recompressed ST22_today_105851_883594.png: 5737KB -> 78KB
2026-09-11 10:58:52,475 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\CARFOUR_QAS\evidence\screenshots\ST22_today_105851_883594.png
2026-09-11 10:58:52,475 | INFO     | sap_gui.tcode_actions | ST22: TODAY screenshot captured: C:\infrabeatops\reports\2026-09-11\CARFOUR_QAS\evidence\screenshots\ST22_today_105851_883594.png
2026-09-11 10:58:52,481 | INFO     | sap_gui.tcode_actions | ST22: status bar = 'No short dumps match the selection criteria'
2026-09-11 10:58:52,493 | INFO     | sap_gui.tcode_actions | ST22: TODAY ALV is not available. This can be normal when there are zero dumps. status='No short dumps match the selection criteria' error=com_error
2026-09-11 10:58:52,494 | INFO     | sap_gui.tcode_actions | ST22: No TODAY ALV detected. Treating TODAY as zero dumps.
2026-09-11 10:58:55,803 | DEBUG    | sap_gui.screenshot | Recompressed ST06_105855_141446.png: 5737KB -> 147KB
2026-09-11 10:58:55,804 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\CARFOUR_QAS\evidence\screenshots\ST06_105855_141446.png
2026-09-11 10:58:58,799 | INFO     | collectors.sap_gui_collector | Collected evidence for 22 T-codes.
2026-09-11 10:59:00,475 | INFO     | collectors.ccms_os | [CARFOUR QAS] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=6, mem_free_inc=1, mem_total=4, swap_free=1
2026-09-11 10:59:37,906 | INFO     | main | CARFOUR QAS: AI analysis disabled (IBO_ENABLE_AI=0); skipping.
2026-09-11 10:59:37,928 | INFO     | core.status_snapshot | Status snapshot saved for CARFOUR QAS: C:\infrabeatops\dashboard\snapshots\CARFOURQAS.json
2026-09-11 10:59:38,035 | INFO     | reporting.production_reports | System Excel written: C:/infrabeatops/reports/2026-09-11/CARFOUR_QAS/CARFOUR_QAS_Monitoring.xlsx
2026-09-11 10:59:43,472 | INFO     | reporting.production_reports | System PDF written: C:/infrabeatops/reports/2026-09-11/CARFOUR_QAS/CARFOUR_QAS_Monitoring_Report.pdf
2026-09-11 10:59:43,647 | INFO     | reporting.excel_template_writer | MetroBrands Excel template filled: C:/infrabeatops/reports/2026-09-11/CARFOUR_QAS/CARFOUR_QAS_Monitoring_Sheet.xlsx
2026-09-11 11:00:06,903 | INFO     | main | ===== Pipeline COMPLETE for system CARFOUR QAS (gui_available=True) =====
2026-09-11 11:00:08,696 | INFO     | main | CARFOUR QAS: SAP GUI closed after successful sweep.
2026-09-11 11:03:09,469 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:03:10,111 | INFO     | collectors.ccms_os | [CENTOR_QAS] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=4, mem_free_inc=1, mem_total=2, swap_free=1
2026-09-11 11:03:10,520 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:03:13,271 | INFO     | collectors.ccms_os | [CARFOUR QAS] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=6, mem_free_inc=1, mem_total=4, swap_free=1
2026-09-11 11:03:17,640 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 38 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:03:19,106 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:03:20,739 | INFO     | collectors.rfc_perf | [CENTOR_QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:03:39,567 | INFO     | collectors.rfc_perf | [CARFOUR QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:05:37,126 | INFO     | collectors.ccms_os | [PRD] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=4, mem_free_inc=1, mem_total=2, swap_free=1
2026-09-11 11:05:47,759 | INFO     | collectors.rfc_perf | [PRD] 111 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf7, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:05:51,389 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:05:51,476 | WARNING  | collectors.rfc_perf | [PRD] lock owner stamps run 300 min ahead of SAP system time -- OS time zone on the app server differs from the SAP time zone. Ages corrected; tell Basis.
2026-09-11 11:05:52,666 | INFO     | collectors.rfc_perf | [PRD] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:06:44,123 | INFO     | collectors.ccms_os | [PRD] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=4, mem_free_inc=1, mem_total=2, swap_free=1
2026-09-11 11:06:47,969 | INFO     | collectors.rfc_perf | [PRD] 111 STAT records, 0 dialog steps in the window (task mix: 0x12, 0x21, 0xb, 0xe, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:06:49,525 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:06:49,578 | WARNING  | collectors.rfc_perf | [PRD] lock owner stamps run 300 min ahead of SAP system time -- OS time zone on the app server differs from the SAP time zone. Ages corrected; tell Basis.
2026-09-11 11:06:50,225 | INFO     | collectors.rfc_perf | [PRD] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:06:55,714 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:06:56,766 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:10:27,956 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 51 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:10:28,025 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:10:31,528 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:10:32,562 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:18:42,439 | INFO     | collectors.ccms_os | [PRD] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=4, mem_free_inc=1, mem_total=2, swap_free=1
2026-09-11 11:18:43,320 | INFO     | collectors.ccms_os | [CENTOR_QAS] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=4, mem_free_inc=1, mem_total=2, swap_free=1
2026-09-11 11:18:48,190 | INFO     | collectors.rfc_perf | [PRD] 106 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:18:49,832 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:18:49,896 | WARNING  | collectors.rfc_perf | [PRD] lock owner stamps run 285 min ahead of SAP system time -- OS time zone on the app server differs from the SAP time zone. Ages corrected; tell Basis.
2026-09-11 11:18:49,899 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 40 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:18:50,546 | INFO     | collectors.rfc_perf | [PRD] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:18:51,049 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:18:51,918 | INFO     | collectors.rfc_perf | [CENTOR_QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:18:55,788 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:18:56,819 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:19:00,535 | INFO     | collectors.ccms_os | [CARFOUR QAS] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=6, mem_free_inc=1, mem_total=4, swap_free=1
2026-09-11 11:19:36,768 | INFO     | collectors.rfc_perf | [CARFOUR QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:22:37,239 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:22:38,254 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:28:36,261 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 49 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:28:37,294 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:28:37,947 | INFO     | collectors.rfc_perf | [CENTOR_QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:29:51,594 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 40 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:29:52,678 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:29:53,408 | INFO     | collectors.rfc_perf | [CENTOR_QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:30:53,706 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 41 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:30:53,767 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:31:54,186 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 40 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:31:54,250 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:32:54,636 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 43 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:32:54,726 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:33:55,301 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 42 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:33:55,372 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:34:22,799 | INFO     | collectors.rfc_perf | [CARFOUR QAS] 271 STAT records, 0 dialog steps in the window (task mix: 0x12, 0x15, 0x19, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, RFC, SPOOL, UPDATE) -- no GUI activity, metric left absent
2026-09-11 11:34:27,335 | INFO     | collectors.rfc_perf | [CARFOUR QAS] response time: STAT records unavailable, using ST03N aggregates
2026-09-11 11:34:31,094 | INFO     | collectors.rfc_perf | [CARFOUR QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:38:50,573 | INFO     | collectors.ccms_os | [PRD] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=4, mem_free_inc=1, mem_total=2, swap_free=1
2026-09-11 11:38:52,412 | INFO     | collectors.ccms_os | [CENTOR_QAS] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=4, mem_free_inc=1, mem_total=2, swap_free=1
2026-09-11 11:39:03,692 | INFO     | collectors.rfc_perf | [PRD] 206 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:39:04,982 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:39:05,032 | WARNING  | collectors.rfc_perf | [PRD] lock owner stamps run 330 min ahead of SAP system time -- OS time zone on the app server differs from the SAP time zone. Ages corrected; tell Basis.
2026-09-11 11:39:05,462 | INFO     | collectors.rfc_perf | [PRD] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:39:05,696 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 40 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:39:06,819 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:39:07,442 | INFO     | collectors.rfc_perf | [CENTOR_QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:39:09,824 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:39:10,835 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:39:17,101 | INFO     | collectors.ccms_os | [CARFOUR QAS] CCMS OS monitor 'Operating System': matched cpu=1, load_5m=1, mem_free=6, mem_free_inc=1, mem_total=4, swap_free=1
2026-09-11 11:39:40,212 | INFO     | collectors.rfc_perf | [CARFOUR QAS] 302 STAT records, 0 dialog steps in the window (task mix: 0x12, 0x15, 0x19, 0xb, 0xe, 0xf, 0xf8, AUTOABAP, BTC, BUF.SYNC, OTHER, RFC, SPOOL, UPDATE) -- no GUI activity, metric left absent
2026-09-11 11:39:45,361 | INFO     | collectors.rfc_perf | [CARFOUR QAS] response time: STAT records unavailable, using ST03N aggregates
2026-09-11 11:39:47,337 | INFO     | collectors.rfc_perf | [CARFOUR QAS] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 11:41:31,121 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:41:31,418 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:50:33,906 | INFO     | collectors.rfc_perf | [CENTOR_QAS] 40 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, 0xf, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:50:34,056 | INFO     | collectors.rfc_perf | [CENTOR_QAS] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:50:34,682 | INFO     | collectors.rfc_perf | [PRD] 108 STAT records, 0 dialog steps in the window (task mix: 0x12, 0xb, 0xe, AUTOABAP, BTC, BUF.SYNC, OTHER, SPOOL) -- no GUI activity, metric left absent
2026-09-11 11:50:39,575 | INFO     | collectors.rfc_perf | [PRD] response time: no dialog steps in the last 5 min and no ST03N aggregate -- metric left absent (system idle or collector off)
2026-09-11 11:50:51,882 | WARNING  | collectors.rfc_live | [SARLOHA QAS] live read failed, parked for 120s: host 172.22.1.127:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:50:53,071 | WARNING  | collectors.rfc_live | [SARLOHA PRD] live read failed, parked for 120s: host 172.22.1.123:3300 not reachable (TimeoutError) -- network/Basis check, not a code issue
2026-09-11 11:51:13,810 | INFO     | collectors.rfc_perf | [CARFOUR QAS] response time: STAT records unavailable, using ST03N aggregates
2026-09-11 11:59:58,313 | INFO     | main | ===== Pipeline START for system PS4 =====
2026-09-11 11:59:58,316 | INFO     | main | PS4: has_os_access=false -- skipping OS/SSH metrics entirely (not attempting).
2026-09-11 12:00:00,704 | INFO     | sap_gui.launcher | Launching SAP Logon: C:\Program Files (x86)\SAP\FrontEnd\SAPgui\saplogon.exe
2026-09-11 12:00:07,947 | INFO     | sap_gui.launcher | SAP Logon 800 pad is visible.
2026-09-11 12:00:08,249 | INFO     | sap_gui.launcher | Selecting connection: PS4
2026-09-11 12:00:24,441 | INFO     | sap_gui.launcher | Opened connection 'PS4' via keyboard activation.
2026-09-11 12:00:26,491 | INFO     | sap_gui.connection | Finding SAP login window...
2026-09-11 12:00:28,689 | INFO     | sap_gui.connection | SAP login window found: 'SAP' (pattern '^SAP$').
2026-09-11 12:00:29,741 | INFO     | sap_gui.connection | Moving to Client field...
2026-09-11 12:00:29,959 | INFO     | sap_gui.connection | Clearing existing Client value...
2026-09-11 12:00:30,305 | INFO     | sap_gui.connection | Entering Client: 500
2026-09-11 12:00:30,712 | INFO     | sap_gui.connection | Entering Username: ps4_admin
2026-09-11 12:00:31,212 | INFO     | sap_gui.connection | Entering Password... (masked)
2026-09-11 12:00:31,637 | INFO     | sap_gui.connection | Client, username and password populated.
2026-09-11 12:00:31,637 | INFO     | sap_gui.connection | Submitting login (ENTER)...
2026-09-11 12:00:32,714 | INFO     | sap_gui.connection | Login submitted.
2026-09-11 12:00:33,327 | INFO     | sap_gui.connection | Login verified: SAP session window detected, login screen closed.
2026-09-11 12:00:33,506 | INFO     | sap_gui.scripting_connection | Scripting session acquired: System=PS4, Client=500, User=PS4_ADMIN
2026-09-11 12:01:15,908 | INFO     | collectors.rfc_perf | [PS4] SQLMD readable but 0 rows matched DDATE >= '20260904' -- SQL Monitor (transaction SQLM) is not activated on this system. Skipping this read until restart or a manual refresh.
2026-09-11 12:01:15,981 | INFO     | collectors.rfc_perf | [PS4] RFC perf collector: 11 metrics
2026-09-11 12:01:16,116 | INFO     | sap_gui.scripting_connection | Scripting session acquired: System=PS4, Client=500, User=PS4_ADMIN
2026-09-11 12:01:21,096 | DEBUG    | sap_gui.screenshot | Recompressed AL08_120120_180377.png: 5737KB -> 186KB
2026-09-11 12:01:21,097 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\AL08_120120_180377.png
2026-09-11 12:01:32,123 | DEBUG    | sap_gui.screenshot | Recompressed DB01_120131_494475.png: 5737KB -> 91KB
2026-09-11 12:01:32,125 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\DB01_120131_494475.png
2026-09-11 12:01:41,484 | DEBUG    | sap_gui.screenshot | Recompressed DB02_120140_625509.png: 5737KB -> 125KB
2026-09-11 12:01:41,486 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\DB02_120140_625509.png
2026-09-11 12:01:47,342 | DEBUG    | sap_gui.screenshot | Recompressed DB12_120146_507643.png: 5737KB -> 182KB
2026-09-11 12:01:47,345 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\DB12_120146_507643.png
2026-09-11 12:01:54,606 | DEBUG    | sap_gui.screenshot | Recompressed SCOT_120153_673817.png: 5737KB -> 65KB
2026-09-11 12:01:54,609 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\SCOT_120153_673817.png
2026-09-11 12:01:56,033 | INFO     | sap_gui.tcode_actions | SM12: trying classic 'Select Lock Entries' variant.
2026-09-11 12:01:57,919 | WARNING  | sap_gui.tcode_actions | SM12: classic variant unavailable/failed: com_error: (-2147352567, 'Exception occurred.', (619, 'SAP Frontend Server', 'The control could not be found by id.', 'C:\\Program Files (x86)\\SAP\\FrontEnd\\SAPgui\\sapfront.HLP', 393215, 0), None)
2026-09-11 12:01:57,920 | INFO     | sap_gui.tcode_actions | SM12: trying 'Enqueue Administration' variant.
2026-09-11 12:01:57,924 | INFO     | sap_gui.tcode_actions | SM12: command field found for Enqueue Administration.
2026-09-11 12:01:57,930 | INFO     | sap_gui.tcode_actions | SM12: entering /NSM12.
2026-09-11 12:01:59,285 | INFO     | sap_gui.tcode_actions | SM12: /NSM12 submitted.
2026-09-11 12:01:59,290 | INFO     | sap_gui.tcode_actions | SM12: Enqueue Administration USERNAME field found.
2026-09-11 12:01:59,296 | INFO     | sap_gui.tcode_actions | SM12: Enqueue Administration USERNAME set to '*'.
2026-09-11 12:01:59,304 | INFO     | sap_gui.tcode_actions | SM12: Enqueue Administration LIMIT field found.
2026-09-11 12:01:59,310 | INFO     | sap_gui.tcode_actions | SM12: Enqueue Administration LIMIT cleared.
2026-09-11 12:01:59,314 | INFO     | sap_gui.tcode_actions | SM12: Enqueue Administration LOAD button found.
2026-09-11 12:02:00,083 | INFO     | sap_gui.tcode_actions | SM12: Enqueue Administration LOAD pressed.
2026-09-11 12:02:01,472 | DEBUG    | sap_gui.screenshot | Recompressed SM12_120200_797466.png: 5737KB -> 121KB
2026-09-11 12:02:01,474 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\SM12_120200_797466.png
2026-09-11 12:02:01,475 | INFO     | sap_gui.tcode_actions | SM12: Enqueue Administration variant executed successfully. Screenshot=C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\SM12_120200_797466.png
2026-09-11 12:02:03,681 | INFO     | sap_gui.tcode_actions | SM12: Lock Table count = 286
2026-09-11 12:02:07,908 | DEBUG    | sap_gui.screenshot | Recompressed SM13_120207_461564.png: 5737KB -> 39KB
2026-09-11 12:02:07,910 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\SM13_120207_461564.png
2026-09-11 12:02:14,192 | DEBUG    | sap_gui.screenshot | Recompressed SM21_120213_447457.png: 5737KB -> 220KB
2026-09-11 12:02:14,195 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\SM21_120213_447457.png
2026-09-11 12:02:19,036 | INFO     | sap_gui.tcode_actions | SM37 active: SAP status = ''
2026-09-11 12:02:19,574 | DEBUG    | sap_gui.screenshot | Recompressed SM37_120219_037226.png: 5737KB -> 119KB
2026-09-11 12:02:19,576 | INFO     | sap_gui.screenshot | Screenshot saved: C:\infrabeatops\reports\2026-09-11\PS4\evidence\screenshots\SM37_120219_037226.png
2026-09-11 12:02:21,094 | INFO     | sap_gui.tcode_actions | SM37 active: 0 running job row(s) detected.
